NAME,2019_population,2018_population,2017_population,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,2009_population,2008_population,2007_population,2006_population,2005_population,2019_home_values,2018_home_values,2017_home_values,2016_home_values,2015_home_values,2014_home_values,2013_home_values,2012_home_values,2011_home_values,2010_home_values,2009_home_values,2008_home_values,2007_home_values,2006_home_values,2005_home_values
"Kendall County, Illinois",128990,127915,126218,124695,123355,121350,119348,118105,116631,115304,104821,103460,96818,88158,79322,262100,239500,239200,220300,210500,202000,186200,196800,206800,223100,240600,268000,249300,248900,229900
"La Crosse County, Wisconsin",118016,118230,118274,118122,118212,118011,116713,116461,115572,114874,113679,112627,111411,109404,103687,196600,185600,172600,164500,157600,157000,155000,157400,152000,151900,154600,150800,147800,140000,131100
"Baltimore County, Maryland",827370,828431,832468,831026,831128,826925,823015,817455,809941,805709,789814,785618,788994,787384,767597,274600,269900,259700,256800,250200,246400,236800,243600,254900,265200,269100,284100,273000,253600,215500
"Marin County, California",258826,259666,260955,260651,261221,260750,258365,256069,255031,252916,250750,248794,248096,248742,235609,1078800,1071200,1014000,974600,906500,862800,784200,752900,730500,775200,820200,922600,918700,901900,868200
"Benton County, Washington",204390,201877,198171,193686,190309,186486,184486,182398,180678,176455,168294,163058,159414,159463,157127,275800,261200,238900,206500,197300,189500,176500,183000,182200,177500,174600,166400,162700,156100,145200
"Brunswick County, North Carolina",142820,136744,130897,126953,122765,118836,115301,112257,110097,107992,107062,103160,99214,94945,88396,241000,218200,214300,205300,200300,176100,195100,174100,177800,190100,209200,192000,187500,162000,139100
"Iredell County, North Carolina",181806,178435,175711,172916,169866,166675,164517,162708,161202,159771,158153,155359,151445,146206,139249,208300,200000,185000,182900,169400,166900,168700,163300,171100,173900,162200,164800,162400,156600,135800
"Union County, New Jersey",556341,558067,563892,555630,555786,552939,548256,543976,539494,537661,526426,523249,524658,531088,523649,380100,375400,369300,357800,342800,339800,346300,348100,354200,378300,381800,401700,422700,419000,371100
"Kootenai County, Idaho",165697,161505,157637,154311,150346,147326,144265,142357,141132,138901,139390,137475,134442,131507,126079,306900,276500,263500,239600,197700,192100,170800,177500,184800,195600,211400,234400,241600,226300,173600
"Jefferson County, Kentucky",766757,770517,771158,765352,763623,760026,756832,750828,746906,742172,721594,713877,709264,701500,687032,185700,182500,174400,164500,155700,153100,151600,148400,147400,150100,148100,149500,144600,141600,135000
"Champaign County, Illinois",209689,209983,209399,208419,208861,207133,204897,203276,201685,201332,195671,193636,190260,185682,168902,162500,167400,169200,161500,157800,145500,147300,145400,149600,157300,145000,144300,143800,134900,127500
"Christian County, Missouri",88595,86983,85432,84401,83279,82101,80899,79824,78570,77825,77455,75479,73066,70514,66663,185500,177500,161800,163800,155200,153400,139400,137400,136600,143100,155600,155700,141700,136200,128700
"Houston County, Georgia",157863,155469,153479,152122,150033,149111,147658,146136,143925,140713,135715,133161,131016,127530,123176,155000,143900,129800,141800,134400,134300,128700,137300,125500,136400,133500,137000,128400,121100,112500
"Glynn County, Georgia",85292,85219,85282,84502,83579,82175,81508,81022,80386,79816,76820,75884,74932,73630,70373,196000,185400,170700,174600,172500,151600,146000,156700,162400,145400,184800,204900,187500,159800,151100
"Orange County, North Carolina",148476,146027,144946,141796,141354,140420,140352,137941,135755,134197,129083,126532,124313,120100,108104,342100,327300,279700,304000,278200,281400,270700,271400,262600,271500,280600,265400,266600,220300,201700
"Terrebonne Parish, Louisiana",110461,111021,112086,113220,113972,113328,112749,111893,111917,111861,109291,108576,108424,109348,106078,165400,151400,151100,150600,137900,143500,136400,135900,135600,124900,133800,121400,117000,98600,97300
"Spotsylvania County, Virginia",136215,134238,133033,132010,130475,129188,127348,125684,124327,122853,120977,120031,119194,119529,115995,292200,295400,285900,275400,269600,249500,241100,232100,241800,253400,272600,296900,349100,336300,293100
"Martin County, Florida",161000,160912,159923,158701,156283,153392,151263,148817,147495,146393,139794,138660,139182,139393,136138,307800,297700,280800,257300,233100,201000,191100,177500,205000,188400,236200,265500,290200,307800,275800
"Johnson County, Indiana",158167,156225,153897,151982,149633,147538,145535,143191,141656,140009,141501,139158,135951,133316,124745,185500,178700,164700,151500,148400,147800,139300,144100,146700,139300,151800,148700,141600,139400,143800
"Ottawa County, Michigan",291830,290494,286383,282250,279955,276292,272701,269099,266300,264055,261957,260364,259206,257671,245075,220300,213000,190500,175600,165500,158600,150000,147700,151500,156000,157000,165100,164000,165300,161200
"Lynchburg city, Virginia",82168,82126,80995,80212,79812,79047,78014,77113,76503,75686,73933,73839,69335,68158,60378,170500,175500,160400,153600,156100,144600,147900,143200,147600,145100,146000,145900,137300,124200,104100
"Bartholomew County, Indiana",83779,82753,82040,81402,81162,80217,79587,79129,77870,76855,76063,75360,74750,74444,72650,174000,155700,148500,147500,136800,132400,129800,136900,139100,138600,125600,139500,128900,126300,118200
"Leon County, Florida",293582,292502,290292,287822,286272,283988,281845,283769,277971,276058,265714,264063,260945,245625,233649,225900,210700,201300,197600,179100,184600,176100,180700,184900,190300,191800,202900,201900,189100,164600
"Chesapeake city, Virginia",244835,242634,240397,237940,235429,233371,230571,228417,225050,222986,222455,220111,219154,220560,214835,290900,274600,270200,267100,259200,253000,253900,249300,257200,262200,280800,292600,267000,248700,218400
"Cape Girardeau County, Missouri",78871,78753,78161,78913,78572,78043,77320,76950,76632,75895,73957,73243,72740,71892,67757,171200,160600,158300,157800,155100,142500,139200,130400,135800,140800,143500,139700,128400,123800,120300
"Kent County, Delaware",180786,178550,176824,174827,173533,171987,169416,167626,164834,162912,157741,155415,152255,147601,140205,225200,228500,223100,199000,215200,205300,192800,197500,200200,206200,202900,215000,205700,195700,159900
"Riverside County, California",2470546,2450758,2423266,2387741,2361026,2329271,2292507,2268783,2239620,2203332,2125440,2100516,2073571,2026803,1911281,384400,364900,352700,329600,312700,279500,236400,220000,222700,227900,247200,329600,406300,414000,371600
"Flagler County, Florida",115081,112067,110510,108310,105392,102408,99956,98359,97376,95928,91622,91247,88397,83084,75757,248700,224700,225400,207900,181100,163600,162800,151900,160000,172800,198900,221600,236500,240500,225400
"Pitt County, North Carolina",180742,179914,179042,177220,175842,175354,174263,172554,171134,168817,159057,156081,152068,145619,136271,155700,146300,150800,138400,138200,126400,134200,130700,147700,133800,133700,124800,115400,115900,110200
"Boone County, Kentucky",133581,131533,130728,128536,127712,126413,124442,123316,121737,119290,118576,115231,112459,110080,105684,189200,195800,191500,178600,185700,181300,175300,166200,171300,182300,179700,175400,176600,175800,160000
"Fairfax County, Virginia",1147532,1150795,1148433,1138652,1142234,1137538,1130924,1118602,1100692,1086743,1037605,1015302,1010241,1010443,998690,586200,569000,567000,553200,544900,519300,490900,483000,480300,462000,470400,523600,568900,575900,517600
"Canyon County, Idaho",229849,223499,216699,211698,207478,203143,198871,193888,191694,189428,186615,183939,179381,173302,161761,227300,190500,177300,153100,149200,129700,114100,113100,105800,138100,144200,158900,163200,151400,118800
"Alachua County, Florida",269043,269956,266944,263496,259964,256380,253451,251417,249365,247497,243574,241364,240082,227120,210323,219400,193100,172500,177100,170900,159300,156400,166900,164100,175500,183900,207300,202100,179100,147100
"Montgomery County, Virginia",98535,98985,98559,98602,97653,97244,96207,95194,94342,94531,91023,89967,89193,84541,74962,247900,215600,238300,221500,212400,206800,187400,191200,223800,188200,197800,188400,168400,179000,147000
"Charles County, Maryland",163257,161503,159700,157705,156118,154747,152864,150592,149130,147086,142226,140764,140444,140416,137341,327700,318900,318000,310200,287900,285300,273800,275000,294100,316400,337900,367700,371100,370300,290800
"Lexington County, South Carolina",298750,295032,290642,286196,281833,277888,273752,270406,267129,263406,255607,248518,243270,240160,232350,168700,160700,159500,150900,146700,141700,142000,141000,132800,140000,140400,138200,135700,125600,119900
"Isabella County, Michigan",69872,70562,71063,71282,70698,70616,70436,70617,70622,70334,67176,66778,66693,65818,58848,137800,139200,136100,132200,125400,129700,118400,124100,113100,117100,123600,133600,134100,129500,121100
"Middlesex County, Massachusetts",1611699,1614714,1602947,1589774,1585139,1570315,1552802,1537215,1518171,1506008,1505006,1482478,1473416,1467016,1405511,569800,543600,511700,477500,450800,427800,404600,394800,391500,403500,399600,423700,441400,446000,435200
"Webb County, Texas",276652,275910,274794,271193,269721,266673,262495,259172,256496,251632,241438,236941,233152,231470,221478,145100,122300,133200,114000,117600,108600,107800,106600,104900,109900,109700,107600,104800,94100,87200
"Rogers County, Oklahoma",92459,91984,91444,91766,90802,89815,89044,88367,87706,86988,85654,84300,83105,82435,79904,168200,166700,157500,158200,156700,145500,136200,145700,143200,145000,143200,135600,132400,124500,122000
"Kent County, Michigan",656955,653786,648594,642173,636369,629237,621700,614462,608453,603219,608315,605213,604330,599524,584007,201500,189100,173900,163100,151200,141200,134600,130000,134900,141700,144200,150900,150800,148700,146400
"Weld County, Colorado",324492,314305,304633,294932,285174,277670,269785,263691,258638,254270,254759,249775,243750,236857,223966,366800,325400,295100,274200,242700,212000,195200,194400,197400,182500,194700,199400,197300,201800,195400
"Deschutes County, Oregon",197692,191996,186875,181307,175268,170388,165954,162277,160338,157894,158629,158456,154028,149140,140161,413500,408500,368600,317500,312600,257200,240000,235300,216200,260700,284300,331600,356700,336600,236100
"Utah County, Utah",636235,622213,606425,592299,575205,560974,551891,540504,530499,520049,545307,530837,483702,464760,434677,362300,332900,297900,278000,253400,238800,221900,209200,214800,224200,238800,258500,239600,207700,177600
"Clark County, Washington",488241,481857,474643,467018,459495,451008,443817,438287,433418,427044,432002,424733,418070,412938,400722,371000,358500,329200,294400,262700,239800,225600,216300,225700,233000,260600,282900,277400,257300,218100
"Butte County, California",219186,231256,229294,226864,225411,224241,222090,221539,220266,220072,220577,220337,218779,215881,207937,336600,274200,268900,256500,246700,225400,217600,203100,226600,233800,245100,276900,288100,273700,262300
"Payne County, Oklahoma",81784,82040,81575,81131,80850,80264,79066,78399,77988,77448,79727,78280,79931,73818,60771,169400,162900,156400,156600,155000,136900,145300,132400,127800,137000,119600,113500,129100,95200,97300
"Santa Barbara County, California",446499,446527,448150,446170,444769,440668,435697,431249,426878,424712,407057,405396,404197,400335,383393,593800,629400,567600,531200,547600,476400,437300,409700,447700,446800,553900,557400,641800,685700,646300
"Somerset County, New Jersey",328934,331164,335432,333751,333654,332568,330585,327707,324893,324194,326869,324563,323552,324186,314960,440800,436600,424900,422800,420400,392700,400900,393700,395100,398200,401900,452500,469600,457000,400200
"St. Mary's County, Maryland",113510,112664,112667,112587,111413,110382,109633,108987,107484,105786,102999,101578,100378,98854,93301,320700,309800,294000,307900,293700,291300,290400,306100,305500,299600,310200,334000,357300,322000,265700
"Washington County, Utah",177556,171700,165662,160245,155602,151948,147800,144809,141666,138451,137473,137589,133791,126312,117385,323800,313000,279800,266200,231400,221800,204300,182200,215400,217400,234800,262400,248700,244900,203400
"San Luis Obispo County, California",283111,284010,283405,282887,281401,279083,276443,274804,271969,270113,266971,265297,262436,257005,239638,637000,593100,574400,547200,508200,459900,436000,410900,402200,425200,460300,532600,578900,581000,529500
"Monroe County, Indiana",148431,146917,146986,145496,144705,143339,141888,141019,139799,138422,130738,128992,128643,122613,107671,199600,184800,171800,169000,163500,163000,158600,156800,158800,155700,148200,149500,143500,139800,135100
"Los Angeles County, California",10039107,10105518,10163507,10137915,10170292,10116705,10017068,9962789,9889056,9830420,9848011,9862049,9878554,9948081,9758886,644100,625200,588700,537900,497200,464400,420200,399500,410600,429500,441400,525100,589100,574100,480300
"Warren County, Kentucky",132896,131264,128845,125532,122851,120460,118370,117110,115517,114172,108669,105862,104023,101266,93401,193500,180300,166600,157500,144100,146200,139500,141000,137300,140700,140900,137100,130900,123500,129600
"Guilford County, North Carolina",537174,533670,526953,521330,517600,512119,506610,500879,495279,489681,480362,472216,465931,451905,429603,182900,170300,164500,160900,160700,154700,159200,147700,157700,157900,156300,155500,153400,146900,140000
"Sumner County, Tennessee",191283,187149,183545,180063,175989,172706,168888,166123,163686,161250,158759,155474,152721,149416,143618,275300,250700,238400,210600,188700,178000,174000,179100,171200,174500,179100,171000,159300,160800,152700
"Greene County, Missouri",293086,291923,289805,288690,288072,285865,283870,280626,277214,275414,269630,266944,263980,254779,238898,157400,148000,148000,142600,137100,130900,123300,130000,125900,128900,130800,128900,129700,115700,111900
